Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.
Matt Schnell,Tyson Nam,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29. Anders Ohlsson 28 - 29. Eric Colon 29 - 28.,Flyweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,5,12,0,0,5,12,6,1,-2,5,0,0,0,0,0,0,0,0,11,-5,0,0,11,-5,12,-1,0,11,0,0,0,0,0,0,0,0,11,-13,0,0,11,-13,15,0,-4,9,2,0,0,0,0,0,0,0
Lerone Murphy,Douglas Silva de Andrade,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Paul Sutherland 27 - 30.,Featherweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,4,-6,-1,0,5,-6,6,2,-3,4,1,0,0,0,-1,0,0,-0.1,4,3,1,0,3,3,4,-2,1,1,2,0,0,-1,1,0,0,-0.75,1,4,0,3,1,1,3,-3,1,-1,-3,5,0,1,2,0,0,1.35
Sumudaerji,Zarrukh Adashev,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29. Sal D'amato 28 - 29. Clemens Werner 27 - 30.,Flyweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,10,-7,0,0,10,-7,2,1,7,10,0,0,0,0,0,0,0,0,2,-2,0,0,2,-2,-4,3,3,6,-4,0,0,0,-1,0,0,-0.033333333,10,-9,0,0,10,-9,4,2,4,10,0,0,0,0,0,0,0,0
Dalcha Lungiambula,Markus Perez,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 28 - 29. Anders Ohlsson 28 - 29. Paul Sutherland 28 - 29.,Middleweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,4,-1,1,0,3,-1,7,-3,-1,-2,0,5,0,1,0,0,0,2.116666667,19,10,10,1,9,9,6,5,-2,-5,0,14,0,0,0,-1,0,3.716666667,-12,3,-4,-1,-8,4,-3,-5,0,-6,-2,0,0,0,0,0,0,-3.416666667
Francisco Figueiredo,Jerome Rivera,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29. David Lethaby 28 - 29. Clemens Werner 28 - 29.,Flyweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,-13,-18,-9,-4,-4,-14,2,-2,-4,-3,-2,1,0,1,-3,0,0,2.183333333,-7,-25,-15,-2,8,-23,2,2,4,5,-1,4,0,1,0,0,0,2.616666667,-26,-45,-20,-3,-6,-42,-5,-1,0,-4,-2,0,0,2,0,0,-1,1.2
Mike Davis,Mason Jones,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29. Eric Colon 28 - 29. Anders Ohlsson 28 - 29.,Lightweight Bout,UFC Fight Night: Chiesa vs. Magny,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/20/21,3,-7,-13,-9,0,2,-13,-1,8,-5,3,-4,3,0,3,1,0,0,0.65,-12,-40,-4,0,-8,-40,-17,10,-1,-7,1,-2,0,-1,3,0,0,-0.316666667,-2,-45,1,-1,-3,-44,-11,6,2,-3,0,0,0,0,-1,0,0,-0.35
Carlos Condit,Matt Brown,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Anders Ohlsson 27 - 30. Paul Sutherland 27 - 30. Clemens Werner 27 - 30.,Welterweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,45,9,48,-2,-3,11,-3,0,0,-1,0,-2,0,-1,0,0,1,-3.216666667,46,21,36,2,10,19,14,-4,0,8,-5,7,0,2,-1,0,0,1.8,29,7,25,-3,4,10,6,-3,1,4,2,-2,0,0,-2,0,0,0.183333333
Wu Yanan,Joselyne Edwards,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Lukasz Bosacki 27 - 30. Anders Ohlsson 27 - 30. Ben Cartlidge 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,-9,0,-6,1,-3,-1,-9,3,3,0,-1,-2,0,1,0,-1,0,2.933333333,-18,-8,-5,0,-13,-8,-12,1,-2,-4,-2,-7,0,0,0,0,0,-0.266666667,-14,-9,0,1,-14,-10,11,-13,-12,-17,3,0,0,0,-2,0,0,0
Carlos Felipe,Justin Tafa,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Lukasz Bosacki 28 - 29. Anders Ohlsson 29 - 28. Paul Sutherland 28 - 29.,Heavyweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,-17,-1,0,0,-17,-1,-4,-4,-9,-17,0,0,0,0,0,0,0,0,1,7,0,0,1,7,-1,5,-3,-4,5,0,0,0,1,0,0,0.683333333,-16,-3,-23,0,7,-3,1,7,-1,11,-4,0,0,0,-2,0,0,-1.883333333
David Zawada,Ramazan Emeev,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29. Mike Bell 29 - 28. David Lethaby 28 - 29.,Welterweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,2,6,6,0,-4,6,-5,-3,4,-1,-1,-2,0,-2,-1,0,0,-1.216666667,2,9,3,-2,-1,11,-3,-3,5,-1,0,0,0,-1,-3,0,0,-1.45,9,2,13,-3,-4,5,-4,-1,1,-4,2,-2,0,0,-1,0,-1,0.3
Sarah Moras,Vanessa Melo,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Lukasz Bosacki 27 - 30. Anders Ohlsson 28 - 29. Clemens Werner 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,-6,14,0,0,-6,14,-10,-3,7,-6,0,0,0,0,0,0,0,0,-5,6,0,0,-5,6,-9,0,4,-5,0,0,0,0,1,0,0,-0.066666667,-1,23,0,0,-1,23,-12,1,10,-1,0,0,0,0,0,0,0,0
Jacob Kilburn,Austin Lingo,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,David Lethaby 26 - 30. Paul Sutherland 26 - 30. Ben Cartlidge 27 - 30.,Featherweight Bout,UFC Fight Night: Holloway vs. Kattar,"Abu Dhabi, Abu Dhabi, United Arab Emirates",1/16/21,3,-24,14,-1,0,-23,14,-24,2,-1,-22,-1,0,-1,0,6,0,0,0.233333333,-3,17,4,0,-7,17,-6,-3,2,-8,1,0,0,0,4,0,0,-0.666666667,-5,20,-4,1,-1,19,-4,-1,4,-3,1,1,0,0,6,1,0,-2.216666667
Jose Aldo,Marlon Vera,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 28 - 29. Eric Colon 28 - 29. Ron McCarthy 28 - 29.,Bantamweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,-1,-3,-4,0,3,-3,5,8,-10,3,0,0,0,0,-1,0,0,-1.366666667,-14,-9,-10,-2,-4,-7,4,2,-10,-1,-3,0,0,0,-2,0,0,-1.416666667,-17,-3,-16,-3,-1,0,0,0,-1,0,-1,0,0,0,2,0,0,4.883333333
Michel Pereira,Khaos Williams,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29. Eric Colon 28 - 29. Tony Weeks 28 - 29.,Welterweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,-1,-10,0,0,-1,-10,-1,6,-6,-2,1,0,0,0,0,0,0,0,-9,-15,-6,0,-3,-15,0,6,-9,-3,0,0,0,0,0,1,0,-0.3,4,-9,11,3,-7,-12,2,-1,-8,-10,1,2,0,2,0,0,0,1.05
Anthony Pettis,Alex Morono,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29. Eric Colon 28 - 29. Ron McCarthy 28 - 29.,Welterweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,-9,-8,-4,-3,-5,-5,-7,0,2,0,0,-5,0,-1,-1,0,1,-1.983333333,15,-10,0,0,15,-10,4,4,7,14,1,0,0,0,0,0,0,0.05,24,1,15,3,9,-2,7,1,1,8,0,1,0,0,-2,0,0,3.966666667
Sijara Eubanks,Pannie Kianzad,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,11,1,7,2,4,-1,3,1,0,-1,0,5,0,1,0,0,0,4.383333333,-42,-5,-22,0,-20,-5,-9,-10,-1,-4,-17,1,0,1,0,0,0,0.433333333,-31,10,-4,0,-27,10,-8,-8,-11,-22,-5,0,0,0,0,0,0,-0.5
Deron Winn,Antonio Arroyo,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Tony Weeks 28 - 29.,Catch Weight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,-24,2,-7,0,-17,2,-15,-2,0,-16,0,-1,0,4,2,0,0,1.883333333,16,4,19,3,-3,1,-2,-2,1,-5,2,0,0,4,2,0,0,3.683333333,2,2,7,4,-5,-2,-2,-2,-1,-4,0,-1,0,4,0,0,0,3.45
Gillian Robertson,Taila Santos,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 26 - 30. Derek Cleary 26 - 30. Dave Hagen 28 - 29.,Women's Flyweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,3,1,3,0,0,1,-1,0,1,1,0,-1,0,0,0,0,0,-4.333333333,-12,1,-1,-1,-11,2,-7,-1,-3,-2,-1,-8,0,-1,1,-1,0,-3.25,-21,-9,-14,-1,-7,-8,-6,-1,0,1,0,-8,0,0,1,1,0,-4.183333333
Tafon Nchukwi,Jamie Pickett,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 25 - 30. Mike Bell 26 - 30. Chris Lee 26 - 30.,Middleweight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,34,15,8,0,26,15,15,11,0,11,15,0,0,-1,0,0,0,-0.183333333,29,10,13,0,16,10,4,16,-4,-8,24,0,0,0,-2,0,0,0.883333333,56,9,18,8,38,1,23,14,1,17,17,4,1,0,1,0,0,1.583333333
Christos Giagos,Carlton Minus,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 26 - 30. Dave Hagen 27 - 29. Junichiro Kamijo 28 - 29.,Catch Weight Bout,UFC Fight Night: Thompson vs. Neal,"Las Vegas, Nevada, USA",12/19/20,3,24,6,13,5,11,1,11,0,0,1,0,10,0,3,0,0,0,3.666666667,27,2,28,4,-1,-2,1,1,-3,-4,0,3,0,1,1,0,0,3.566666667,-4,-12,3,3,-7,-15,-7,-2,2,-8,1,0,0,1,9,0,0,1.716666667
Tony Ferguson,Charles Oliveira,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 26 - 30. Eric Colon 26 - 30. Ron McCarthy 26 - 30.,Lightweight Bout,UFC 256: Figueiredo vs. Moreno,"Las Vegas, Nevada, USA",12/12/20,3,-17,3,-12,-3,-5,6,-5,1,-1,2,0,-7,0,-1,0,-2,0,-3.583333333,-23,-3,-17,0,-6,-3,-1,-2,-3,-2,1,-5,0,-1,0,0,0,-4.083333333,-20,-3,-9,-1,-11,-2,-6,-3,-2,-2,0,-9,0,-1,0,-1,0,-3.9
Mackenzie Dern,Virna Jandiroba,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29.,Women's Strawweight Bout,UFC 256: Figueiredo vs. Moreno,"Las Vegas, Nevada, USA",12/12/20,3,9,23,0,-1,9,24,4,2,3,7,2,0,0,0,1,0,0,0.9,1,6,-4,0,5,6,3,-2,4,6,-1,0,0,-1,1,0,0,-1.766666667,11,-7,6,2,5,-9,4,1,0,6,-2,1,0,0,3,0,0,0.7
Gavin Tucker,Billy Quarantillo,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jerin Valel,Dave Hagen 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,Featherweight Bout,UFC 256: Figueiredo vs. Moreno,"Las Vegas, Nevada, USA",12/12/20,3,-1,-11,-6,0,5,-11,-1,5,1,-2,7,0,0,2,0,0,0,0.733333333,15,-8,0,0,15,-8,19,-4,0,11,2,2,0,1,1,0,0,1.25,-27,-18,-29,-3,2,-15,5,-3,0,7,-6,1,0,4,2,0,0,2.833333333
Roman Dolidze,John Allan,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Chris Lee 29 - 28. Dave Hagen 27 - 30. Mike Bell 28 - 29.,Light Heavyweight Bout,UFC Fight Night: Hermansson vs. Vettori,"Las Vegas, Nevada, USA",12/5/20,3,-6,-4,-3,-7,-3,3,-1,-1,-1,-4,1,0,0,1,0,3,0,2.083333333,39,14,34,16,5,-2,3,3,-1,2,0,3,0,1,0,0,0,3.5,37,8,17,8,20,0,14,8,-2,21,-1,0,0,0,2,0,0,1.433333333
Gian Villante,Jake Collier,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 27 - 30. Eric Colon 27 - 30. Adalaide Byrd 27 - 30.,Heavyweight Bout,UFC Fight Night: Hermansson vs. Vettori,"Las Vegas, Nevada, USA",12/5/20,3,-21,-17,1,-2,-22,-15,-16,-1,-5,-21,-1,0,0,0,0,0,0,0,-9,-12,-1,0,-8,-12,-8,1,-1,-8,0,0,0,0,0,0,0,-0.033333333,-15,-5,-2,0,-13,-5,-6,-5,-2,-13,0,0,0,0,0,0,0,0
Josh Parisian,Parker Porter,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 26 - 30. Anthony Maness 27 - 30. Tony Weeks 28 - 29.,Heavyweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,3,4,14,-6,1,10,13,5,8,-3,5,5,0,0,-1,-1,0,0,-1.133333333,-27,-5,-21,-8,-6,3,-7,5,-4,-6,1,-1,0,-1,0,-1,0,-3.2,-18,-6,-2,0,-16,-6,-17,6,-5,-15,-1,0,0,0,-1,0,0,0.35
Spike Carlyle,Bill Algeo,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Sal D'amato 27 - 30. Tony Weeks 27 - 30.,Featherweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,3,-23,5,-7,2,-16,3,-8,-6,-2,-9,0,-7,0,2,1,1,-1,1.083333333,-38,-2,-29,-2,-9,0,-4,-6,1,-3,-3,-3,0,0,0,0,1,-2.1,-29,2,-7,0,-22,2,-18,-3,-1,-11,-10,-1,0,1,6,0,0,1.05
Ashlee Evans-Smith,Norma Dumont,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 26 - 30. Derek Cleary 26 - 30. Dave Hagen 26 - 30.,Women's Bantamweight Bout,UFC Fight Night: Smith vs. Clark,"Las Vegas, Nevada, USA",11/28/20,3,-14,20,-1,0,-13,20,-21,3,5,-10,0,-3,0,-1,0,0,0,-0.816666667,-27,13,-12,-2,-15,15,-16,2,-1,-8,-1,-6,0,-1,0,0,0,-2.533333333,-21,20,3,0,-24,20,-29,4,1,-16,-3,-5,-1,0,0,0,-1,-0.5
Mike Perry,Tim Means,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Dave Hagen 27 - 30. Chris Lee 28 - 29. Mike Bell 28 - 29.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,-16,4,-3,0,-13,4,-11,-4,2,-11,-1,-1,0,1,1,2,-1,2.216666667,-24,24,0,0,-24,24,-17,-7,0,-22,-2,0,0,0,1,0,0,0.15,-34,5,-7,0,-27,5,-14,-7,-6,-26,-1,0,0,0,1,0,0,0.116666667
Katlyn Cerminara,Cynthia Calvillo,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Sal D'amato 27 - 30. Derek Cleary 27 - 30.,Women's Flyweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,6,6,0,0,6,6,0,3,3,6,0,0,0,-1,-1,0,0,0.033333333,7,2,0,0,7,2,11,-4,0,6,1,0,0,0,-1,0,0,0,-4,16,0,0,-4,16,3,-5,-2,-3,-1,0,0,0,0,0,0,0
Daniel Rodriguez,Nicolas Dalby,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30. Anthony Maness 28 - 29. Derek Cleary 28 - 29.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,14,13,0,0,14,13,6,8,0,14,0,0,0,0,0,0,0,0,19,3,11,1,8,2,6,4,-2,7,1,0,0,0,-3,0,0,-0.266666667,14,4,3,0,11,4,8,0,3,10,1,0,0,0,-2,0,0,-0.516666667
Alan Jouban,Jared Gooden,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30. Eric Colon 27 - 30. Mike Bell 27 - 30.,Welterweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,8,17,0,0,8,17,5,2,1,7,1,0,0,0,0,0,0,0.05,37,18,1,0,36,18,19,9,8,33,3,0,0,0,0,0,0,-0.183333333,23,18,-1,0,24,18,13,7,4,20,4,0,0,-1,1,2,1,-0.8
Kyle Daukaus,Dustin Stoltzfus,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Tony Weeks 27 - 30. Junichiro Kamijo 27 - 30. Mike Bell 26 - 30.,Middleweight Bout,UFC 255: Figueiredo vs. Perez,"Las Vegas, Nevada, USA",11/21/20,3,-15,7,-17,1,2,6,6,-1,-3,-2,-2,6,0,1,1,0,-1,2.783333333,1,3,-3,4,4,-1,11,-3,-4,8,-4,0,0,0,1,0,0,1.766666667,32,25,6,3,26,22,25,3,-2,14,7,5,0,1,-4,1,0,2.1
Ashley Yoder,Miranda Granger,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ron McCarthy 26 - 30. Chris Lee 27 - 29. Derek Cleary 27 - 29.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-7,-1,0,0,-7,-1,-6,-1,0,-1,-3,-3,0,1,1,2,-1,-1.15,18,4,26,3,-8,1,-7,-3,2,0,-8,0,0,0,1,0,0,1.8,53,10,45,12,8,-2,8,0,0,-2,0,10,0,1,0,1,0,4.4
Kay Hansen,Cory McKenna,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Chris Lee 28 - 29. Sal D'amato 28 - 29. Derek Cleary 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-21,-9,-21,-2,0,-7,-8,7,1,-4,4,0,0,0,1,0,0,0.65,-24,-24,-31,-3,7,-21,-2,7,2,7,2,-2,0,1,1,1,0,-0.483333333,-24,-13,-27,-4,3,-9,1,1,1,2,0,1,0,1,0,1,-1,2.116666667
Randa Markos,Kanako Murata,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. Sal D'amato 27 - 30. Mike Bell 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-28,-2,-20,-1,-8,-1,-12,3,1,2,3,-13,0,-2,-3,0,0,-3.566666667,2,11,-5,0,7,11,2,0,5,3,5,-1,0,-1,-1,0,0,-2.216666667,-16,7,-17,-1,1,8,-2,2,1,3,0,-2,0,-1,-1,-2,0,-3.566666667
Geraldo de Freitas,Tony Gravely,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Dave Hagen 27 - 30. Sal D'amato 29 - 28. Mike Bell 28 - 29.,Bantamweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,-1,1,-4,0,3,1,6,0,-3,9,0,-6,0,-2,1,0,0,-3.633333333,3,-8,-1,-1,4,-7,-1,4,1,7,1,-4,0,-2,-2,0,0,-3.35,20,6,0,0,20,6,19,4,-3,26,-2,-4,0,-2,-6,0,0,-2.9
Alex Morono,Rhys McKee,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Rick Winter 27 - 30. Junichiro Kamijo 27 - 30. Mike Bell 27 - 30.,Welterweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,23,-3,1,-2,22,-1,26,-6,2,17,5,0,0,0,-1,0,0,0.033333333,21,23,4,1,17,22,20,-3,0,12,5,0,0,1,-1,0,0,0.083333333,31,23,18,5,13,18,19,-6,0,-1,6,8,0,2,-1,0,0,2.25
Don'Tale Mayes,Roque Martinez,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 27 - 30. Dave Hagen 27 - 30. Junichiro Kamijo 28 - 29.,Heavyweight Bout,UFC Fight Night: Felder vs. Dos Anjos,"Las Vegas, Nevada, USA",11/14/20,3,12,27,14,1,-2,26,1,2,-5,-1,-1,0,0,1,0,0,0,1.166666667,6,10,2,0,4,10,2,4,-2,4,0,0,0,0,-1,0,0,-0.533333333,-34,-15,-33,-2,-1,-13,1,-2,0,-3,2,0,0,-1,1,0,0,-1.05
Andrei Arlovski,Tanner Boser,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29. Chris Lee 28 - 29. Ron McCarthy 28 - 29.,Heavyweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,-10,1,0,0,-10,1,-2,2,-10,-10,0,0,0,0,0,0,0,0,-10,2,0,0,-10,2,1,-3,-8,-10,0,0,0,0,0,0,0,0,-14,-6,0,0,-14,-6,1,1,-16,-15,1,0,0,0,0,0,0,0
Raoni Barcelos,Khalid Taha,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Dave Hagen 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,Bantamweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,0,-24,-10,-1,10,-23,4,2,4,5,5,0,0,1,2,0,-1,0.566666667,42,-32,0,0,42,-32,25,11,6,42,0,0,0,0,0,0,0,0,19,-8,0,3,19,-11,16,-1,4,12,2,5,0,1,-1,1,0,1.233333333
Claudia Gadelha,Yan Xiaonan,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Derek Cleary 28 - 29. Sal D'amato 28 - 29.,Women's Strawweight Bout,UFC Fight Night: Santos vs. Teixeira,"Las Vegas, Nevada, USA",11/7/20,3,2,0,11,1,-9,-1,-1,-5,-3,-9,-3,3,0,2,3,0,0,4.1,-9,-27,0,-1,-9,-26,-10,1,0,-9,0,0,0,0,1,0,0,0.116666667,-42,-9,-22,0,-20,-9,-14,-5,-1,-10,-10,0,0,0,4,0,0,2.233333333
Bryce Mitchell,Andre Fili,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Chris Lee 28 - 29. Dave Hagen 27 - 30. Sal D'amato 27 - 30.,Featherweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,3,20,1,8,1,12,0,5,6,1,2,0,10,0,3,1,0,-1,3.833333333,6,-18,7,1,-1,-19,-2,1,0,1,0,-2,0,1,5,1,0,1.983333333,23,6,15,9,8,-3,6,2,0,3,0,5,0,3,0,0,-1,3.816666667
King Green,Thiago Moises,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Dave Hagen 28 - 29. Sal D'amato 28 - 29. Derek Cleary 28 - 29.,Lightweight Bout,UFC Fight Night: Hall vs. Silva,"Las Vegas, Nevada, USA",10/31/20,3,13,7,0,0,13,7,2,7,4,12,1,0,0,-1,-1,0,1,0.116666667,19,11,4,0,15,11,-4,12,7,14,1,0,0,1,1,-1,0,0.2,19,-2,4,1,15,-3,2,7,6,14,1,0,0,0,0,0,0,-0.983333333
